"day","cases","Pr","Pr_lower","Pr_upper","Pr_IQR_lower","Pr_IQR_upper","Pr_outbreak2021","Pr_outbreak2021_lower","Pr_outbreak2021_upper","Pr_outbreak2021_IQR_lower","Pr_outbreak2021_IQR_upper","R0_par","k_par"
51,0,0.868033,0.74970785,0.9391515,0.83223925,0.897961,0.31354,0.2337599,0.4395721,0.282094,0.349167,2.5,0.11
52,0,0.848718,0.714990375,0.9313123,0.8075705,0.88343425,0.270746,0.1916526,0.3972445,0.241541,0.305794,2.5,0.11
53,0,0.8275025,0.6781789,0.922676525,0.78085275,0.86735325,0.229702,0.143889,0.3548238,0.201094,0.263256,2.5,0.11
54,0,0.804642,0.639794875,0.913467975,0.7519955,0.84984325,0.189429,0.093225,0.3128901,0.158923,0.222366,2.5,0.11
55,0,0.7800045,0.60020745,0.9035101,0.72133775,0.831019,0.148941,0.0487396,0.2724442,0.115737,0.182996,2.5,0.11
56,0,0.7536675,0.559758475,0.8926771,0.6892825,0.81093125,0.109259,0.01968104,0.2337294,0.0746457,0.144975,2.5,0.11
57,0,0.7263995,0.5189471,0.881184025,0.6556785,0.78976325,0.0728931,0.006694813,0.1977089,0.0413547,0.108915,2.5,0.11
58,0,0.697885,0.478517775,0.8690937,0.6210035,0.76749525,0.0434989,0.002018858,0.1644169,0.0196533,0.0766576,2.5,0.11
59,0,0.668363,0.438591925,0.8564676,0.586019,0.7444335,0.02331,0.0003056458,0.1340831,0.00837111,0.0500098,2.5,0.11
60,0,0.638204,0.39977475,0.84318885,0.5505575,0.720083,0.0114365,-0.0004827344,0.10705,0.00356289,0.0305131,2.5,0.11
61,0,0.607824,0.362210675,0.829517075,0.51498225,0.695539,0.00563963,-0.0009668035,0.08408327,0.00151128,0.0177824,2.5,0.11
62,0,0.5773325,0.32633405,0.81534015,0.48009775,0.6706615,0.00301849,-0.001311503,0.06480038,0.000595839,0.0101873,2.5,0.11
63,0,0.546684,0.292175825,0.80075505,0.4456525,0.645366,0.00170835,-0.001565576,0.04955785,0.000136656,0.00624872,2.5,0.11
64,0,0.516232,0.259501375,0.78575985,0.41209225,0.6199145,0.00106116,-0.001738921,0.0378780099999999,-0.000127403,0.0042275,2.5,0.11
65,0,0.4859675,0.229673175,0.77070925,0.379427,0.594495,0.000721291,-0.001866793,0.02944806,-0.000287355,0.00311586,2.5,0.11
66,0,0.4564775,0.201956675,0.7554874,0.34828875,0.569264,0.00052793,-0.001957696,0.0235343,-0.000394162,0.00247034,2.5,0.11
67,0,0.427952,0.1760171,0.74008705,0.3183705,0.544264,0.00042015,-0.002033166,0.01922011,-0.000464855,0.00207383,2.5,0.11
68,0,0.4002915,0.152363025,0.7242528,0.290008,0.5194805,0.000348833,-0.002100637,0.01629687,-0.000510546,0.00184049,2.5,0.11
69,0,0.3734505,0.131057275,0.708229025,0.2635365,0.49515925,0.000301298,-0.002142744,0.01412997,-0.000540641,0.00168465,2.5,0.11
